strdist,embdist,var
0,0.0,0.0
1,1.875072761465647,0.9216540625036442
2,2.492637414314159,1.2984694220968402
3,0.8086363813561978,0.11755475605235574
4,1.4623205972773106,0.542932487654364
5,1.5013380796649833,1.6167948739213822
6,2.0442721858818507,1.28928383915781
7,2.542275814063372,1.8370577751404311
8,2.530332954943357,0.9762378191642501
9,2.52297548655335,1.4067975256783531
10,2.9356821688434485,1.2723036074782543
11,3.110264025320137,1.2952130957241235
12,2.841244044344971,1.1902385841012848
13,2.9364560662213073,1.094953527688018
14,3.0522886512128498,1.1025359644887887
15,3.094534959092653,1.012932013756263
16,3.112502518740178,1.0922736506698039
17,3.09101631046454,1.02274278612028
18,3.084896080450611,0.9215378742867691
19,3.1699060736446,0.8848658065529075
20,3.207185661676191,0.80843950231458
21,3.244724703236159,0.85567616954832
22,3.246719135046152,0.7726391445813682
23,3.215858381856613,0.7322688629899277
24,3.1851163708030152,0.7122644974239998
25,3.144198836887783,0.6802106337627518
26,3.1989546107713345,0.6646837549604209
27,3.2125985470972718,0.639098560752329
28,3.273788143760232,0.6066326424028641
29,3.2789032211263742,0.5897503343229491
30,3.3134813720460956,0.6029646148541725
31,3.3204993113248857,0.609526658154061
32,3.367496209504939,0.6610186404039758
33,3.425389577428166,0.6765371119878516
34,3.497505103891082,0.714381925402853
35,3.51084185372244,0.66103898169728
36,3.55905169219877,0.6816742267126515
37,3.6209667608023706,0.7222371290231653
38,3.6944175335770155,0.776792795754835
39,3.7058221616687743,0.8208734248334705
40,3.684261959633662,0.7603296885774392
41,3.6948090872307,0.7585341973171171
42,3.710359039344769,0.7424996185058134
43,3.72878342241156,0.7213605228747272
44,3.7836290839673135,0.7292029265569234
45,3.8112521093793466,0.6871925851388122
46,3.8297028529882757,0.6950110411349644
47,3.851767906731506,0.715141714761737
48,3.84479565693747,0.7104198172835514
49,3.8655719427041166,0.7268459435831208
50,3.8623585532341296,0.7425226558925706
51,3.838467949016389,0.7251481602564557
52,3.840478208205888,0.7483692792736328
53,3.838141591888882,0.7441742354175558
54,3.844342837253578,0.6822386955298747
55,3.844382049099179,0.6566591148718176
56,3.8727596395238018,0.6521118149658508
57,3.8991928196785066,0.6333357072836168
58,3.933707195615801,0.6851823347070353
59,3.9657254728084173,0.6646694033707848
60,4.9143658341617,0.657156170583794
61,4.0230267543578,0.64344897218029
62,4.0752103849265975,0.7108142385294755
63,4.127212396280638,0.6881366294421314
64,4.183663908988736,0.7198623659238692
65,4.175304513728278,0.6750738580958717
66,4.21118868647,0.647478644722117
67,4.27327963177395,0.7275197415746812
68,4.255849965866585,0.699156377251782
69,4.274534245199886,0.70448951525592
70,4.2738135226217,0.7165542331204372
71,4.285364768861147,0.7806984466976516
72,4.2852404283187,0.7914375807991659
73,4.321708057845776,0.79754483428069
74,4.295916689682102,0.7831409140218125
75,4.458569780271645,0.79487076421838
76,4.492686678430688,0.7973254255915919
77,4.542409760613164,0.706170794034193
78,4.66341451329101,0.7529915570574831
79,4.750550988854706,0.7078643164228364
80,4.839161534318208,0.7494767797313016
81,4.927476139441233,0.6765113997738276
82,5.107279070404698,0.63011511802664
83,5.207506829104767,0.6152470854616412
84,5.1730801624665235,0.5861359660983115
85,5.518958265936371,0.49609592505214734
86,5.3584092898115,1.0407452329304823
87,5.077079294185787,0.47211488627707715
88,5.3901291687369,0.5829735821446
89,4.920142344326462,0.6868098723783201
90,5.0542981715486,0.5178564143423278
91,5.0656858961917,0.5554908026955385
92,5.089825535958733,0.5543406780336241
93,5.072356335772939,0.6127738294383513
94,5.0680617276720845,0.6652933721658185
95,5.042771327089227,0.92144243419554
96,4.987657675324414,0.7889723857367049
97,5.124413983547429,0.9384033669402384
98,5.140910561057435,1.0215921039436189
99,5.116639669514134,1.1097316939738266
100,5.20424687261389,1.0309819628585675
